Strike,Net GEX,Timestamp
540.0,-849.8811413050141,2025-05-08 13:06:57.875966
541.0,-90.13497011144588,2025-05-08 13:06:57.875966
542.0,-235.4072835919304,2025-05-08 13:06:57.875966
543.0,-384.6387124749454,2025-05-08 13:06:57.875966
544.0,-462.40570512301576,2025-05-08 13:06:57.875966
545.0,-2435.284571827919,2025-05-08 13:06:57.875966
546.0,-558.3246519307595,2025-05-08 13:06:57.875966
547.0,-814.8129459453221,2025-05-08 13:06:57.875966
548.0,-1622.9882545344349,2025-05-08 13:06:57.875966
549.0,-1161.2914067054903,2025-05-08 13:06:57.875966
550.0,-12741.919907922187,2025-05-08 13:06:57.875966
551.0,-1903.3496406041293,2025-05-08 13:06:57.875966
552.0,-5246.436646751646,2025-05-08 13:06:57.875966
553.0,-1182.2879596848315,2025-05-08 13:06:57.875966
554.0,-8207.300700410538,2025-05-08 13:06:57.875966
555.0,-8708.094132181768,2025-05-08 13:06:57.875966
556.0,-1625.346385275274,2025-05-08 13:06:57.875966
557.0,-11958.05159668032,2025-05-08 13:06:57.875966
557.5,-1154.623102113315,2025-05-08 13:06:57.875966
558.0,-5114.862814474761,2025-05-08 13:06:57.875966
559.0,-254.43304203205665,2025-05-08 13:06:57.875966
560.0,-429.1889931443293,2025-05-08 13:06:57.875966
561.0,-514.0112268783978,2025-05-08 13:06:57.875966
562.0,6007.735361688437,2025-05-08 13:06:57.875966
562.5,8185.944258715898,2025-05-08 13:06:57.875966
563.0,6011.173898036732,2025-05-08 13:06:57.875966
564.0,4362.021747939129,2025-05-08 13:06:57.875966
565.0,27241.18638448836,2025-05-08 13:06:57.875966
566.0,13179.073578823376,2025-05-08 13:06:57.875966
567.0,13179.85920313306,2025-05-08 13:06:57.875966
567.5,7911.301218399248,2025-05-08 13:06:57.875966
568.0,14164.363240383494,2025-05-08 13:06:57.875966
569.0,16381.163870059552,2025-05-08 13:06:57.875966
570.0,82240.67305496206,2025-05-08 13:06:57.875966
571.0,15944.849373786768,2025-05-08 13:06:57.875966
572.0,22754.38212278562,2025-05-08 13:06:57.875966
572.5,13201.066823772946,2025-05-08 13:06:57.875966
573.0,15402.38228268651,2025-05-08 13:06:57.875966
574.0,11411.87375073222,2025-05-08 13:06:57.875966
575.0,54773.59859409303,2025-05-08 13:06:57.875966
576.0,7814.626799465001,2025-05-08 13:06:57.875966
577.0,5606.253024490333,2025-05-08 13:06:57.875966
577.5,5478.156638260439,2025-05-08 13:06:57.875966
578.0,8804.804748107526,2025-05-08 13:06:57.875966
579.0,11847.420194345616,2025-05-08 13:06:57.875966
580.0,24817.0686088668,2025-05-08 13:06:57.875966
581.0,3293.960234680352,2025-05-08 13:06:57.875966
582.0,3776.550389872039,2025-05-08 13:06:57.875966
582.5,2582.112228412744,2025-05-08 13:06:57.875966
583.0,1871.967037856757,2025-05-08 13:06:57.875966
584.0,1402.1244318426925,2025-05-08 13:06:57.875966
585.0,4669.4523889673,2025-05-08 13:06:57.875966
586.0,2314.9284265902866,2025-05-08 13:06:57.875966
587.0,1115.9342480332589,2025-05-08 13:06:57.875966
588.0,560.4646405931127,2025-05-08 13:06:57.875966
589.0,697.0750132486905,2025-05-08 13:06:57.875966
541.0,-47.58719056880851,2025-05-08 23:15:02.012161
542.0,-131.55106478742653,2025-05-08 23:15:02.012161
543.0,-222.40362251840503,2025-05-08 23:15:02.012161
544.0,-281.0550619099256,2025-05-08 23:15:02.012161
545.0,-1627.0501253924258,2025-05-08 23:15:02.012161
546.0,-371.77916213059,2025-05-08 23:15:02.012161
547.0,-592.5244594484084,2025-05-08 23:15:02.012161
548.0,-1176.8076305020963,2025-05-08 23:15:02.012161
549.0,-903.617380125565,2025-05-08 23:15:02.012161
550.0,-10255.23296647082,2025-05-08 23:15:02.012161
551.0,-1589.273152171133,2025-05-08 23:15:02.012161
552.0,-4512.563280911802,2025-05-08 23:15:02.012161
553.0,-1045.6132101701671,2025-05-08 23:15:02.012161
554.0,-7466.930014318892,2025-05-08 23:15:02.012161
555.0,-8104.970268723091,2025-05-08 23:15:02.012161
556.0,-1551.765796017171,2025-05-08 23:15:02.012161
557.0,-11504.20358510298,2025-05-08 23:15:02.012161
557.5,-1118.030853983072,2025-05-08 23:15:02.012161
558.0,-4970.22107067946,2025-05-08 23:15:02.012161
559.0,-247.6113342802492,2025-05-08 23:15:02.012161
560.0,-416.7812855289958,2025-05-08 23:15:02.012161
561.0,-496.1453600632176,2025-05-08 23:15:02.012161
562.0,5761.842401919893,2025-05-08 23:15:02.012161
562.5,7831.6195979313725,2025-05-08 23:15:02.012161
