Strike,Net GEX,Timestamp
5640.0,136.39561627651574,2025-05-08 23:06:08.203873
5640.0,-74.08279145196661,2025-05-08 23:06:08.203873
5645.0,10.524304962413552,2025-05-08 23:06:08.203873
5645.0,-18.79413346819547,2025-05-08 23:06:08.203873
5650.0,-433.7211624862339,2025-05-08 23:06:08.203873
5650.0,14.748431194971856,2025-05-08 23:06:08.203873
5655.0,-34.64908109906613,2025-05-08 23:06:08.203873
5655.0,-52.80586348881402,2025-05-08 23:06:08.203873
5660.0,-13.140842127506405,2025-05-08 23:06:08.203873
5660.0,26.612992748890704,2025-05-08 23:06:08.203873
5665.0,-11.565272111592094,2025-05-08 23:06:08.203873
5665.0,10.04413866645898,2025-05-08 23:06:08.203873
5670.0,-260.3061677609394,2025-05-08 23:06:08.203873
5670.0,-5.761604301563899,2025-05-08 23:06:08.203873
5675.0,-303.8637430490446,2025-05-08 23:06:08.203873
5675.0,-37.22989597097566,2025-05-08 23:06:08.203873
5680.0,-26.98478658493258,2025-05-08 23:06:08.203873
5680.0,-54.97596321598945,2025-05-08 23:06:08.203873
5685.0,-32.563720272598786,2025-05-08 23:06:08.203873
5685.0,198.27249757955963,2025-05-08 23:06:08.203873
5640.0,323.9849306674968,2025-05-08 23:30:55.433880
5645.0,-9.393830157279524,2025-05-08 23:30:55.433880
5650.0,662.0845048562312,2025-05-08 23:30:55.433880
5655.0,62.92626428932918,2025-05-08 23:30:55.433880
5660.0,357.32838623537134,2025-05-08 23:30:55.433880
5665.0,178.52580436100124,2025-05-08 23:30:55.433880
5670.0,171.64170618887363,2025-05-08 23:30:55.433880
5675.0,113.39313809287898,2025-05-08 23:30:55.433880
5680.0,1267.0173968621343,2025-05-08 23:30:55.433880
5685.0,146.30526018555793,2025-05-08 23:30:55.433880
5565.0,-27.11056850618536,2025-05-08 23:33:00.305111
5570.0,-32.830590233272126,2025-05-08 23:33:00.305111
5575.0,-137.42589948824462,2025-05-08 23:33:00.305111
5580.0,-49.88082242040551,2025-05-08 23:33:00.305111
5585.0,-27.408638113350705,2025-05-08 23:33:00.305111
5590.0,-0.566849680674963,2025-05-08 23:33:00.305111
5595.0,-85.33822365929757,2025-05-08 23:33:00.305111
5600.0,-219.9378909426576,2025-05-08 23:33:00.305111
5605.0,-47.989568442594965,2025-05-08 23:33:00.305111
5610.0,-62.949142922465,2025-05-08 23:33:00.305111
5615.0,-8.504242020751732,2025-05-08 23:33:00.305111
5620.0,187.32350609123915,2025-05-08 23:33:00.305111
5625.0,-136.39037176762776,2025-05-08 23:33:00.305111
5630.0,138.88657281873117,2025-05-08 23:33:00.305111
5635.0,16.21321413132199,2025-05-08 23:33:00.305111
5640.0,323.9849306674968,2025-05-08 23:33:00.305111
5645.0,-9.393830157279524,2025-05-08 23:33:00.305111
5650.0,662.0845048562312,2025-05-08 23:33:00.305111
5655.0,62.92626428932918,2025-05-08 23:33:00.305111
5660.0,357.32838623537134,2025-05-08 23:33:00.305111
5665.0,178.52580436100124,2025-05-08 23:33:00.305111
5670.0,171.64170618887363,2025-05-08 23:33:00.305111
5675.0,113.39313809287898,2025-05-08 23:33:00.305111
5680.0,1267.0173968621343,2025-05-08 23:33:00.305111
5685.0,146.30526018555793,2025-05-08 23:33:00.305111
5690.0,546.8916459739175,2025-05-08 23:33:00.305111
5695.0,60.545379177756615,2025-05-08 23:33:00.305111
5700.0,1217.5980367016064,2025-05-08 23:33:00.305111
5705.0,283.3883913626441,2025-05-08 23:33:00.305111
5710.0,922.6800287440332,2025-05-08 23:33:00.305111
5715.0,252.1736824919238,2025-05-08 23:33:00.305111
5725.0,1102.216520998701,2025-05-08 23:33:00.305111
5730.0,386.2108223809548,2025-05-08 23:33:00.305111
5735.0,237.4392453263846,2025-05-08 23:33:00.305111
5740.0,477.9468024941512,2025-05-08 23:33:00.305111
5745.0,110.78612410787704,2025-05-08 23:33:00.305111
5750.0,1474.8258079740997,2025-05-08 23:33:00.305111
5755.0,118.94391112481752,2025-05-08 23:33:00.305111
5760.0,637.5650535350964,2025-05-08 23:33:00.305111
5465.0,-3.186619821380683,2025-05-08 23:37:22.021409
5470.0,-4.75513429707574,2025-05-08 23:37:22.021409
5475.0,-21.755938996977346,2025-05-08 23:37:22.021409
5480.0,3.610645924372848,2025-05-08 23:37:22.021409
5485.0,-6.002797454225577,2025-05-08 23:37:22.021409
5490.0,-5.717785642553219,2025-05-08 23:37:22.021409
5495.0,-12.311396260594105,2025-05-08 23:37:22.021409
5500.0,-104.54373875735808,2025-05-08 23:37:22.021409
5505.0,-18.90705072529911,2025-05-08 23:37:22.021409
5510.0,-10.78507345652566,2025-05-08 23:37:22.021409
5515.0,-12.14580257173569,2025-05-08 23:37:22.021409
5520.0,-8.07920688379485,2025-05-08 23:37:22.021409
5525.0,-59.74092031789205,2025-05-08 23:37:22.021409
5530.0,-7.740301531467985,2025-05-08 23:37:22.021409
5535.0,-14.503016124183864,2025-05-08 23:37:22.021409
5540.0,-129.2801725188557,2025-05-08 23:37:22.021409
5545.0,-15.247806115400484,2025-05-08 23:37:22.021409
5550.0,-98.39706226741626,2025-05-08 23:37:22.021409
5555.0,-39.50528401616105,2025-05-08 23:37:22.021409
5560.0,-0.1107614321544225,2025-05-08 23:37:22.021409
5565.0,-27.11056850618536,2025-05-08 23:37:22.021409
5570.0,-32.830590233272126,2025-05-08 23:37:22.021409
5575.0,-137.42589948824462,2025-05-08 23:37:22.021409
5580.0,-49.88082242040551,2025-05-08 23:37:22.021409
5585.0,-27.408638113350705,2025-05-08 23:37:22.021409
5590.0,-0.566849680674963,2025-05-08 23:37:22.021409
5595.0,-85.33822365929757,2025-05-08 23:37:22.021409
5600.0,-219.93789094265756,2025-05-08 23:37:22.021409
5605.0,-47.989568442594965,2025-05-08 23:37:22.021409
5610.0,-62.949142922465,2025-05-08 23:37:22.021409
5615.0,-8.504242020751732,2025-05-08 23:37:22.021409
5620.0,187.32350609123915,2025-05-08 23:37:22.021409
5625.0,-136.39037176762776,2025-05-08 23:37:22.021409
5630.0,138.88657281873117,2025-05-08 23:37:22.021409
5635.0,16.21321413132199,2025-05-08 23:37:22.021409
5640.0,323.9849306674968,2025-05-08 23:37:22.021409
5645.0,-9.393830157279524,2025-05-08 23:37:22.021409
5650.0,662.0845048562312,2025-05-08 23:37:22.021409
5655.0,62.92626428932918,2025-05-08 23:37:22.021409
5660.0,357.32838623537134,2025-05-08 23:37:22.021409
5665.0,178.52580436100124,2025-05-08 23:37:22.021409
5670.0,171.64170618887363,2025-05-08 23:37:22.021409
5675.0,113.39313809287898,2025-05-08 23:37:22.021409
5680.0,1267.0173968621343,2025-05-08 23:37:22.021409
5685.0,146.30526018555793,2025-05-08 23:37:22.021409
5690.0,546.8916459739175,2025-05-08 23:37:22.021409
5695.0,60.545379177756615,2025-05-08 23:37:22.021409
5700.0,1217.5980367016064,2025-05-08 23:37:22.021409
5705.0,283.3883913626441,2025-05-08 23:37:22.021409
5710.0,922.6800287440332,2025-05-08 23:37:22.021409
5715.0,252.1736824919238,2025-05-08 23:37:22.021409
5725.0,1102.216520998701,2025-05-08 23:37:22.021409
5730.0,386.2108223809548,2025-05-08 23:37:22.021409
5735.0,237.4392453263846,2025-05-08 23:37:22.021409
5740.0,477.9468024941512,2025-05-08 23:37:22.021409
5745.0,110.78612410787704,2025-05-08 23:37:22.021409
5750.0,1474.8258079740997,2025-05-08 23:37:22.021409
5755.0,118.94391112481752,2025-05-08 23:37:22.021409
5760.0,637.5650535350964,2025-05-08 23:37:22.021409
5765.0,77.44864498255923,2025-05-08 23:37:22.021409
5770.0,253.8637395390956,2025-05-08 23:37:22.021409
5775.0,474.2263378876006,2025-05-08 23:37:22.021409
5780.0,208.95308495221,2025-05-08 23:37:22.021409
5785.0,31.154013394794088,2025-05-08 23:37:22.021409
5790.0,206.80890999114533,2025-05-08 23:37:22.021409
5795.0,49.543935723597606,2025-05-08 23:37:22.021409
5800.0,1083.4084553454277,2025-05-08 23:37:22.021409
5805.0,46.77013886199781,2025-05-08 23:37:22.021409
5810.0,63.777094718514846,2025-05-08 23:37:22.021409
5815.0,39.76587541308909,2025-05-08 23:37:22.021409
5820.0,93.1036238549644,2025-05-08 23:37:22.021409
5825.0,226.044212700408,2025-05-08 23:37:22.021409
5830.0,110.382284746778,2025-05-08 23:37:22.021409
5835.0,64.89527459009389,2025-05-08 23:37:22.021409
5840.0,63.546463189167945,2025-05-08 23:37:22.021409
5845.0,-0.5623693656443373,2025-05-08 23:37:22.021409
5850.0,591.1787843490398,2025-05-08 23:37:22.021409
5855.0,12.094936683523445,2025-05-08 23:37:22.021409
5860.0,20.504958035058685,2025-05-08 23:37:22.021409
5465.0,-3.186619821380683,2025-05-08 23:38:55.437513
5470.0,-4.75513429707574,2025-05-08 23:38:55.437513
5475.0,-21.755938996977342,2025-05-08 23:38:55.437513
5480.0,3.6106459243728484,2025-05-08 23:38:55.437513
5485.0,-6.002797454225577,2025-05-08 23:38:55.437513
5490.0,-5.717785642553219,2025-05-08 23:38:55.437513
5495.0,-12.311396260594103,2025-05-08 23:38:55.437513
5500.0,-104.54373875735807,2025-05-08 23:38:55.437513
5505.0,-18.90705072529911,2025-05-08 23:38:55.437513
5510.0,-10.785073456525659,2025-05-08 23:38:55.437513
5515.0,-12.14580257173569,2025-05-08 23:38:55.437513
5520.0,-8.07920688379485,2025-05-08 23:38:55.437513
5525.0,-59.74092031789205,2025-05-08 23:38:55.437513
5530.0,-7.740301531467985,2025-05-08 23:38:55.437513
5535.0,-14.503016124183864,2025-05-08 23:38:55.437513
5540.0,-129.2801725188557,2025-05-08 23:38:55.437513
5545.0,-15.247806115400484,2025-05-08 23:38:55.437513
5550.0,-98.39706226741626,2025-05-08 23:38:55.437513
5555.0,-39.50528401616105,2025-05-08 23:38:55.437513
5560.0,-0.11076143215442258,2025-05-08 23:38:55.437513
5565.0,-27.11056850618536,2025-05-08 23:38:55.437513
5570.0,-32.830590233272126,2025-05-08 23:38:55.437513
5575.0,-137.42589948824462,2025-05-08 23:38:55.437513
5580.0,-49.88082242040551,2025-05-08 23:38:55.437513
5585.0,-27.408638113350705,2025-05-08 23:38:55.437513
5590.0,-0.566849680674963,2025-05-08 23:38:55.437513
5595.0,-85.33822365929757,2025-05-08 23:38:55.437513
5600.0,-219.93789094265753,2025-05-08 23:38:55.437513
5605.0,-47.989568442594965,2025-05-08 23:38:55.437513
5610.0,-62.949142922465,2025-05-08 23:38:55.437513
5615.0,-8.504242020751732,2025-05-08 23:38:55.437513
5620.0,187.32350609123915,2025-05-08 23:38:55.437513
5625.0,-136.39037176762776,2025-05-08 23:38:55.437513
5630.0,138.88657281873117,2025-05-08 23:38:55.437513
5635.0,16.21321413132199,2025-05-08 23:38:55.437513
5640.0,323.9849306674968,2025-05-08 23:38:55.437513
5645.0,-9.393830157279524,2025-05-08 23:38:55.437513
5650.0,662.0845048562312,2025-05-08 23:38:55.437513
5655.0,62.92626428932918,2025-05-08 23:38:55.437513
5660.0,357.32838623537134,2025-05-08 23:38:55.437513
5665.0,178.52580436100124,2025-05-08 23:38:55.437513
5670.0,171.64170618887363,2025-05-08 23:38:55.437513
